customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2879,Julie Martinez,lisa73@example.org,SE,2020-09-08,Standard,4412.65
2880,Michael Miller,simontracy@example.net,DE,2020-09-01,Standard,4809.86
2881,Danielle Bradley,buchananscott@example.net,PK,2020-12-09,Standard,2270.72
2882,Dr. Ian Cunningham,cfreeman@example.net,JP,2022-08-11,Basic,4672.93
2883,Lisa Daniel,michelle04@example.com,LB,2022-01-28,Standard,844.59
2884,Cassandra Anderson,hnewton@example.org,TJ,2020-04-22,Premium,623.18
2885,Stacy Garner,dana02@example.net,KW,2022-12-19,Premium,228.37
2886,James Young,nelsoncassandra@example.net,GA,2023-01-07,Basic,3123.04
2887,Judy Bailey,herrerajennifer@example.org,NO,2021-08-21,Basic,2878.51
2888,Bernard Sanchez,seanjones@example.com,BZ,2023-04-01,Premium,3022.17
2889,Antonio Gardner,eduardogarcia@example.net,KM,2021-06-17,Premium,3468.15
2890,David Johnson,ginajones@example.net,MW,2023-04-13,Standard,489.43
2891,Mandy Walker,youngannette@example.net,KZ,2023-02-19,Standard,757.02
2892,Karen Sanchez,dburke@example.net,SE,2020-07-07,Basic,2396.94
2893,John Olson,williamsmichael@example.org,IE,2023-07-22,Basic,1932.4
2894,Anthony Wells,bryantryan@example.com,TJ,2024-03-10,Standard,2508.08
2895,Rebecca Lambert,dalton37@example.org,SM,2022-03-11,Premium,902.55
2896,Sonia Silva,deanlauren@example.com,ML,2022-03-24,Premium,257.92
2897,Larry Thomas,ycooper@example.org,US,2021-07-22,Premium,4634.63
2898,Blake Gonzales,wattsemma@example.net,NI,2021-02-11,Standard,1190.52
2899,Cynthia Gomez,taylorrichard@example.com,OM,2024-07-01,Basic,4942.39
2900,Jacqueline Snyder,igarcia@example.net,QA,2023-04-06,Premium,424.07
2901,Amber Blair,gracepennington@example.com,TL,2024-06-25,Standard,4348.93
2902,Edward Myers,bthompson@example.org,ZA,2022-04-14,Standard,3470.53
2903,Michael Jones,gbutler@example.net,KG,2021-04-23,Standard,4449.18
2904,Jade Phillips,danielsanders@example.net,LK,2021-01-16,Standard,2083.85
2905,Jennifer Mendoza,paul68@example.net,MW,2022-07-12,Premium,3078.86
2906,Tammy Robinson,aaronramirez@example.org,RU,2023-07-23,Standard,3628.98
2907,Crystal Daniel,cannonbarbara@example.org,AE,2024-02-05,Standard,3096.37
2908,Michelle Gould,,MV,2025-09-17,Basic,2902.48
2909,Austin Velez,bennettsharon@example.org,TT,2021-12-23,Basic,2673.63
2910,Carolyn Palmer,timothy83@example.org,BT,2020-07-25,Basic,3955.91
2911,Kevin Zhang,epearson@example.com,GD,2023-03-21,Basic,635.65
2912,Rachel Acosta,marissa74@example.net,VE,2022-09-09,Standard,4152.35
2913,Emily Spears,danielmartinez@example.com,ST,2022-09-10,Premium,4401.12
2914,Victoria Kelly,tranamanda@example.org,AG,2025-02-13,Premium,2641.64
2915,Mark Cohen DVM,richard31@example.com,FR,2022-08-05,Standard,4920.77
2916,Joel Friedman,shane26@example.org,NL,2024-12-21,Premium,2832.73
2917,Claudia Sloan,davismary@example.org,SL,2023-07-31,Basic,3849.28
2918,Mariah Eaton,myerstiffany@example.org,MC,2025-02-11,Premium,1030.27
2919,Maria Smith,simmonstristan@example.org,KZ,2020-04-13,Standard,2050.4
2920,Daniel Terrell,robertmartinez@example.org,BO,2024-03-04,Standard,3891.02
2921,Erin Lane,collinscarolyn@example.org,HN,2022-10-27,Standard,2360.6
2922,Howard Phillips,wesley56@example.org,KZ,2022-11-09,Standard,1542.66
2923,Olivia Martinez,ujefferson@example.org,UY,2023-08-02,Premium,3480.77
2924,Frank Woodward,daniel41@example.net,ME,2023-10-16,Premium,2371.54
2925,Spencer Jones,marilyn62@example.org,MA,2024-06-08,Basic,2313.32
2926,Jennifer Johnson,mhall@example.com,MK,2025-12-12,Basic,2553.22
2927,Miranda Peters,jesus56@example.org,BF,2021-07-19,Premium,3915.78
2928,Raymond Ruiz,vboyd@example.com,VU,2023-08-14,Basic,2777.39
2929,Melissa Torres,rtaylor@example.net,AU,2020-04-11,Standard,2126.44
2930,Lisa Thompson,murraycynthia@example.org,LS,2023-05-17,Standard,222.07
2931,Anna Morales,jonesjamie@example.net,PW,2023-11-27,Standard,2992.55
2932,Allen Schwartz,mendozajeremy@example.com,AG,2021-02-24,Basic,4489.4
2933,Casey Jackson,jessicalandry@example.org,FM,2024-03-27,Standard,541.88
2934,Sara Perez,jenkinsrita@example.org,ES,2023-09-13,Standard,3489.42
2935,Steven Davis,bankskyle@example.com,DO,2021-05-29,Basic,4002.78
2936,Shelia Nelson,moorejoshua@example.com,AF,2021-10-11,Basic,3692.99
2937,Jason Miles,wilsonjill@example.com,KM,2024-03-08,Premium,659.41
2938,William Smith,dakota75@example.org,VN,2020-05-22,Standard,3206.95
2939,Stephanie Mcdonald,larry24@example.com,BW,2023-03-27,Premium,2666.7
2940,Katie Summers,qdalton@example.org,AR,2024-02-08,Standard,3661.68
2941,Francisco Adams,austinfrye@example.org,QA,2023-11-09,Basic,3099.16
2942,Kevin Zuniga,xgreene@example.org,TN,2022-04-17,Premium,1955.53
2943,James Carroll,davenportcolleen@example.net,TW,2022-01-30,Standard,315.14
2944,Sara Mcguire,david24@example.org,MT,2021-02-24,Premium,4570.04
2945,Patrick Nelson,jamesevans@example.net,SO,2022-07-19,Basic,4369.4
2946,Dawn Kennedy,crosbyjoan@example.com,NZ,2023-08-17,Premium,894.41
2947,Andrew Hamilton,lisa24@example.org,ZA,2025-05-31,Premium,976.45
2948,Manuel Anderson,matthew74@example.org,LV,2023-05-16,Basic,351.42
2949,Scott Martin,chelsea70@example.org,TN,2024-12-04,Standard,1616.64
2950,Shelly Henderson,jason91@example.com,NA,2022-07-24,Standard,1515.02
2951,Caleb Dunn,adamgill@example.net,LV,2021-12-19,Premium,676.01
2952,Tiffany Lewis,valerie96@example.net,MT,2021-08-23,Premium,4806.13
2953,Jerry Ryan,stephen61@example.com,ME,2023-02-05,Premium,3150.55
2954,Shelby Delacruz,fsilva@example.com,VU,2025-02-12,Standard,159.82
2955,Alexander Blake,laura71@example.com,MX,2022-08-22,Standard,4291.51
2956,Jeffrey Nguyen,chase86@example.org,LA,2022-11-18,Basic,4056.53
2957,Eduardo Hart DDS,jamesbenson@example.com,VA,2020-07-29,Basic,4425.24
2958,Ms. Erin Andrade,mario05@example.com,NE,2025-04-28,Premium,1162.68
2959,Tiffany Washington,brandon42@example.net,NZ,2025-02-20,Basic,2430.99
2960,Kimberly Jackson,laurie14@example.org,CO,2020-06-06,Standard,2265.19
2961,Miss Cynthia Morris,lpatterson@example.com,KI,2021-12-24,Basic,3040.5
2962,Lori Hodges,zacharyroberts@example.org,PS,2023-01-31,Premium,4422.62
2963,Sheena Lambert,marcusbell@example.org,WS,2024-06-28,Standard,3136.85
2964,Bobby Duran,ydunn@example.net,LT,2025-01-14,Basic,4118.59
2965,Mariah Smith,dawn85@example.org,KN,2020-07-03,Premium,339.7
2966,James Wells,paulperry@example.org,FI,2022-12-08,Premium,369.81
2967,Eric Campbell,richard96@example.net,SZ,2024-06-25,Standard,279.93
2968,Joshua Craig,jameswood@example.net,NL,2024-04-23,Premium,3368.28
2969,Natalie Williams,maryblackwell@example.com,IT,2020-07-13,Basic,1562.36
2970,Stephen Thompson,yzamora@example.org,MX,2025-03-13,Premium,340.25
2971,Andrew Mendez,qcervantes@example.com,MR,2022-08-31,Standard,4969.3
2972,Marie Everett,devon53@example.com,AE,2023-09-05,Premium,3393.24
2973,Roger Johnson,thomasowens@example.net,PY,2022-10-04,Basic,3338.53
2974,Chris Mullen,wfisher@example.org,KP,2021-09-08,Basic,3015.35
2975,Edward Jones,pmiranda@example.org,BH,2023-07-31,Basic,969.35
2976,Andrew Robbins,joanna65@example.com,MK,2023-09-24,Standard,3771.74
2977,Patrick Bowen,john56@example.com,HN,2024-05-09,Standard,4664.25
2978,Curtis Rhodes,cjordan@example.net,KZ,2022-01-19,Premium,3865.71
2979,Alexis Rubio,steven91@example.org,BH,2025-06-28,Standard,1905.99
2980,Lauren Molina,madison11@example.net,FM,2024-05-30,Standard,4119.3
2981,Leslie Ross,victoria18@example.org,KZ,2024-08-03,Standard,4232.22
2982,Nicole West,richard14@example.net,KP,2025-04-26,Premium,1534.88
2983,Brandon Day,qdixon@example.org,IT,2022-10-27,Premium,697.91
2984,Jennifer Lambert,jkelley@example.net,VE,2024-04-27,Standard,1713.12
2985,Casey Powell,alvin91@example.com,VC,2020-02-04,Standard,2670.77
2986,David Blair,tylerodonnell@example.org,KW,2020-12-25,Basic,1124.35
2987,Mr. Joseph Thompson,carlosbrown@example.org,GM,2021-09-01,Premium,635.58
2988,Jamie Parker,shannon33@example.net,UA,2025-04-02,Basic,4898.81
2989,Nicholas Mason,joseevans@example.com,CN,2025-01-10,Basic,4937.23
2990,Dennis Garcia,sabrinaperez@example.net,RO,2020-01-06,Standard,3647.96
2991,Wendy Medina,fgutierrez@example.com,KI,2023-11-14,Basic,4676.07
2992,Dalton Richardson,alankelly@example.com,FJ,2020-07-28,Basic,1507.22
2993,Jennifer Flores,baileystephanie@example.net,SO,2021-08-09,Basic,4254.21
2994,Bryan Pierce,matthew99@example.org,TR,2022-03-10,Standard,2674.42
2995,Megan Mcpherson,teresaspencer@example.com,LS,2023-02-18,Basic,1833.88
2996,Stacy Grimes,wmurray@example.net,EE,2022-03-01,Premium,3110.02
2997,Scott Matthews,amanda91@example.net,VC,2021-04-16,Standard,2646.56
2998,Wendy Horne,fuentesmichelle@example.org,IL,2024-08-04,Basic,2538.93
2999,Rose Collins,curtisfranklin@example.com,TR,2020-10-05,Premium,4429.95
3000,Vanessa Boone,thompsonzachary@example.org,PW,2022-10-12,Premium,3572.08
3001,William Phillips,pdavis@example.org,LT,2025-06-04,Premium,107.75
3002,Craig Brown,floresbenjamin@example.org,KP,2025-04-17,Premium,2377.94
3003,Joseph Powers,englishchristina@example.net,NE,2021-10-12,Premium,3713.6
3004,Mary Edwards,trussell@example.com,GW,2022-02-28,Premium,4017.87
3005,William Torres,carlagarcia@example.com,VE,2024-06-29,Standard,2128.8
3006,Gloria Brown,gabrielle91@example.org,NL,2025-02-22,Standard,1813.29
3007,Nicole Hendrix,fvaughn@example.org,BH,2025-10-29,Basic,1140.46
3008,Sarah Acosta,ernestwright@example.net,CM,2025-05-15,Basic,1085.82
3009,Roger Buckley,gloriachen@example.com,MK,2022-06-05,Standard,1346.65
3010,Matthew James,bblevins@example.net,FI,2025-07-25,Premium,1608.09
3011,Robert Erickson DDS,reedjerry@example.net,ZW,2023-10-15,Basic,2794.97
3012,Madeline Vasquez,andreabryant@example.net,FR,2023-10-19,Premium,657.8
3013,Tyler Guerrero,angelica97@example.net,CN,2020-12-11,Standard,1772.67
3014,Joel Martinez,christopher52@example.net,BD,2021-07-10,Basic,2887.72
3015,Stacey Pratt MD,robingould@example.com,AM,2021-12-26,Premium,4177.01
3016,Juan Thompson,josebarnes@example.com,KG,2024-10-31,Premium,1719.52
3017,Troy Ross,bobby90@example.com,BS,2025-04-26,Standard,4619.17
3018,Lauren Rivera,qmccarty@example.org,AZ,2023-10-22,Standard,4589.2
3019,Mark Gomez,jeffreyhansen@example.net,SE,2020-07-24,Premium,3263.7
3020,Spencer Bailey,charlesprice@example.org,NI,2025-07-23,Standard,861.39
3021,Brenda Vargas,gaylauren@example.org,TH,2023-11-18,Standard,4471.09
3022,Karen Lawrence,forr@example.net,VE,2022-04-17,Basic,4490.05
3023,Christine Martinez,melody89@example.com,ZA,2020-02-03,Standard,3941.55
3024,Nathan Roberts,lawrencekaren@example.com,PK,2021-06-22,Standard,4646.17
3025,Tina Hall,panderson@example.net,MK,2024-11-07,Premium,4192.02
3026,Jennifer Lewis,wilkinsmark@example.org,CN,2025-04-18,Standard,2868.22
3027,Adam Hawkins,hbriggs@example.net,NG,2023-12-11,Basic,1645.96
3028,Michael Hernandez,michaelalvarado@example.net,SN,2025-01-02,Basic,191.72
3029,Caitlin Escobar,wolfdaniel@example.org,DE,2023-12-24,Basic,3458.92
3030,Jeffrey Hicks,ronald46@example.com,NE,2021-06-21,Standard,424.44
3031,Lisa Ross,laurie37@example.com,ES,2023-11-01,Premium,1474.25
3032,Kenneth Cook,halldaisy@example.org,QA,2021-09-07,Premium,1761.85
3033,Richard Rivera,sandragraves@example.com,IS,2021-12-07,Standard,3169.9
3034,Donald Rasmussen,thorntonkelly@example.net,MV,2023-03-23,Premium,2897.81
3035,Mrs. Jill Hodges,tylerchristine@example.com,IE,2024-02-07,Standard,1018.16
3036,Jared Cobb,saunderskimberly@example.com,KR,2022-01-03,Premium,4336.51
3037,Jessica George,savannahsmith@example.org,TM,2025-04-26,Standard,3555.8
3038,Jonathan White,fosterjames@example.org,BS,2025-09-24,Standard,3578.22
3039,John Fowler,sandrathomas@example.net,IT,2024-07-20,Standard,2127.96
3040,Cindy Barton,timothyortiz@example.org,TN,2024-07-21,Standard,4397.54
3041,Jessica Benson,brockmorgan@example.org,IS,2023-10-08,Standard,2314.34
3042,Thomas Spencer,robersonmatthew@example.org,OM,2020-01-18,Standard,1159.09
3043,Stanley Ross,wgarcia@example.com,IL,2024-06-26,Standard,957.56
3044,Haley Willis,bwilliams@example.com,IQ,2021-08-20,Standard,3946.23
3045,Jennifer Graves,otaylor@example.com,AE,2025-08-02,Premium,4575.43
3046,Sarah Evans,rodriguezhannah@example.net,SM,2021-03-27,Standard,2579.37
3047,Jeremy Sims,leahdiaz@example.org,DO,2024-12-03,Standard,4534.28
3048,Tiffany Booker,angelavalencia@example.net,SB,2025-11-19,Premium,1032.04
3049,Kimberly Davis,paulbutler@example.org,UZ,2022-09-21,Standard,3688.96
3050,Jose Roberts,jsmith@example.net,AO,2022-03-23,Basic,1620.76
3051,Angela Harrington,lawsoncalvin@example.com,MR,2024-12-26,Standard,802.15
3052,Michael Ramirez,leoncassandra@example.org,LU,2022-03-22,Premium,4128.48
3053,Thomas Harvey,abigailchambers@example.org,SI,2021-03-27,Basic,3415.91
3054,Kelly Nelson,yhamilton@example.com,TV,2024-09-06,Premium,1105.42
3055,Mr. Eric Salazar,danielletorres@example.com,SO,2025-05-21,Premium,2350.91
3056,George Jenkins MD,jessicagreer@example.com,VA,2022-10-28,Basic,4337.57
3057,Jared Herring,kennethrodriguez@example.org,ML,2025-02-24,Premium,120.14
3058,Zachary Beck,martinezmason@example.com,PL,2023-07-24,Premium,3466.56
3059,Dwayne Woodward,elizabethcardenas@example.net,IN,2022-09-23,Basic,4372.19
3060,Mr. Tommy Mcdonald,richard13@example.com,IR,2024-03-01,Standard,2387.69
3061,Katherine Davis,nancy57@example.org,VN,2023-11-21,Premium,605.2
3062,Scott Herrera,michael09@example.com,RU,2023-12-28,Basic,3753.22
3063,John Reilly,valdezrichard@example.org,SM,2024-06-24,Premium,2930.04
3064,Mark Frank,njackson@example.net,LK,2024-08-21,Standard,3230.37
3065,Elizabeth Smith,marshalljohn@example.net,PA,2023-12-06,Premium,1672.31
3066,Nicholas Vasquez,zle@example.net,HN,2023-10-20,Premium,1504.18
3067,Gregory Flores,virginia83@example.com,JM,2025-11-04,Basic,1663.83
3068,Amanda Murray,charlotteprice@example.org,BO,2022-03-27,Standard,3388.51
3069,Amanda Mathis,gonzalesaustin@example.com,PK,2022-10-05,Standard,831.67
3070,Laura Burns,lhaynes@example.net,KW,2023-06-08,Standard,660.86
3071,Steven Moore,beth38@example.net,NO,2021-11-18,Basic,2842.17
3072,Heather Gonzalez,ptucker@example.com,GQ,2022-09-02,Premium,1112.23
3073,Linda Williams,gibsondean@example.net,GH,2024-10-09,Standard,2791.89
3074,Daniel Owen,mullinscheryl@example.org,IR,2021-08-14,Standard,793.63
3075,Susan Collins,nreid@example.org,NR,2021-02-19,Basic,4039.61
3076,Courtney Castillo,ealexander@example.net,IQ,2022-06-06,Basic,1299.64
3077,Michael Dickerson,beckrobin@example.net,WS,2023-02-13,Premium,1625.75
3078,Mark Bridges,peterjohnson@example.org,LV,2021-05-15,Standard,2748.83
3079,Jennifer Prince DDS,jasmine12@example.net,SK,2021-02-01,Premium,737.36
3080,Ashley Patrick,summerrobles@example.org,BO,2022-05-05,Standard,4526.13
3081,Erica Moore,gmiller@example.net,RW,2021-08-01,Premium,619.04
3082,Renee Thomas,lisa46@example.com,PG,2024-09-26,Premium,521.99
3083,Denise Melendez,henryparks@example.com,IT,2025-10-12,Standard,977.02
3084,Joseph Salinas,christopher67@example.org,SE,2021-09-19,Basic,4467.25
3085,Brianna Harris,vaughnjavier@example.net,NP,2025-10-18,Basic,4197.25
3086,Kimberly Hurst,qcrosby@example.com,SV,2023-01-28,Basic,2284.6
3087,Benjamin Stanley,jamesmorris@example.org,BY,2020-10-21,Standard,1630.96
3088,Joshua Pruitt,gonzalezwilliam@example.com,JP,2020-08-31,Premium,3593.2
3089,Dr. Adam Fisher,igraham@example.org,PT,2022-10-23,Basic,4065.57
3090,Jacqueline Webb,ebarker@example.net,NI,2022-04-06,Premium,4871.04
3091,Charles Campbell,qhoffman@example.com,CA,2021-02-10,Standard,2882.17
3092,Courtney Perez,paulevans@example.com,MZ,2023-01-02,Premium,4082.97
3093,Edwin Chapman,,GB,2021-07-16,Basic,2394.55
3094,Jasmine Buck,sanfordjennifer@example.com,KH,2021-05-20,Standard,1620.92
3095,George Stanley,thorntoncaitlyn@example.net,BF,2020-02-03,Basic,3580.06
3096,Scott Hansen,lopezvictoria@example.org,TT,2020-09-27,Standard,2405.67
3097,Julia Thompson,sandra19@example.org,DZ,2022-05-07,Premium,804.24
3098,Priscilla Peterson,richardsmith@example.org,CG,2025-05-28,Basic,1364.46
3099,Nicole Pierce,rrichardson@example.net,AG,2022-07-16,Standard,2021.18
3100,Lindsey Gonzalez,amy84@example.org,KZ,2020-11-06,Basic,4594.6
3101,April Cox,nicolenguyen@example.org,QA,2025-01-12,Standard,3965.02
3102,Jamie Robinson,david21@example.com,BE,2021-11-13,Standard,2321.09
3103,Brittany Daniels,christopherrivera@example.net,ZW,2025-06-10,Premium,420.29
3104,Mr. Timothy Morgan,fgarcia@example.org,RU,2023-07-01,Premium,1822.06
3105,Gregory Mason,barrykevin@example.org,ID,2024-03-12,Standard,4244.25
3106,Abigail Davis,zking@example.org,PS,2025-06-16,Standard,3862.91
3107,Erica Allen,hhansen@example.net,PH,2023-10-22,Basic,2915.92
3108,John Contreras,smithjoshua@example.com,LR,2024-07-31,Basic,604.37
3109,Michelle Matthews,qrhodes@example.org,BR,2025-08-25,Basic,4004.11
3110,David Perez,josephmoody@example.net,WS,2023-11-01,Standard,2825.13
3111,Paul Porter,virginia51@example.org,KI,2024-05-08,Premium,3982.91
3112,Shannon Willis,nswanson@example.org,SR,2023-04-04,Basic,2358.78
3113,Alejandro Peterson,francis07@example.net,TV,2020-07-22,Basic,2125.87
3114,Kevin Wu,hgutierrez@example.org,CD,2025-05-06,Basic,1294.09
3115,Laura Myers,rcox@example.net,MG,2020-04-22,Premium,4872.07
3116,Jorge Tyler,garrettvega@example.org,KE,2022-07-05,Standard,423.69
3117,William Johnson,bethanylynch@example.com,LA,2023-01-15,Premium,4088.19
3118,Natalie Smith,lgray@example.net,UG,2022-04-13,Basic,2212.63
3119,Marie Roy,robinsondavid@example.com,SY,2021-02-02,Standard,2879.33
3120,Shannon Ware,xgonzales@example.com,BB,2022-11-09,Standard,2768.18
3121,Karl Bryan,nicholascrawford@example.net,ER,2024-07-16,Premium,948.12
3122,Tammy Jones,brownsamuel@example.org,MK,2025-04-10,Basic,481.68
3123,Jennifer Lopez,russelltammy@example.net,DM,2020-09-26,Basic,2913.52
3124,Corey David,brettthomas@example.net,TZ,2021-09-21,Standard,660.18
3125,James Cobb,davenportstephanie@example.com,TM,2025-07-28,Basic,2368.25
3126,Darrell Stark,psalazar@example.org,ET,2025-11-27,Basic,578.5
3127,Jenna Osborne,christopher85@example.org,RO,2022-01-17,Standard,963.25
3128,Richard Hensley,jon85@example.com,SN,2024-04-16,Standard,441.08
3129,Danielle Wilson,scottmichael@example.com,CV,2022-11-15,Premium,3458.99
3130,David Wallace,tara55@example.org,QA,2023-03-05,Basic,3879.58
3131,Jessica Moreno,bstephens@example.net,EG,2023-05-05,Standard,1704.3
3132,Tiffany Jackson,pamstark@example.org,BW,2020-04-02,Basic,3334.81
3133,Erika Morales,lnielsen@example.net,HR,2023-09-23,Premium,1166.3
3134,Kylie Frank,samanthastone@example.org,ME,2020-10-15,Premium,4447.58
3135,Renee Bradley,hthompson@example.com,TL,2020-06-16,Basic,4068.21
3136,Brian Smith,kathleenweaver@example.net,AF,2023-06-19,Premium,3338.32
3137,Blake Williams,rcollins@example.org,CZ,2022-10-28,Standard,2703.15
3138,Christopher Warner,millerpaige@example.com,KG,2025-08-19,Standard,3116.3
3139,James Moreno,donnahorton@example.org,IQ,2022-03-14,Standard,1058.77
3140,John Santos,chanmichael@example.com,KZ,2022-06-08,Basic,4399.38
3141,Donald Bryan,mindysanders@example.com,SN,2024-01-31,Standard,2894.35
3142,Nicholas Frederick,jamesberry@example.com,SD,2025-06-13,Basic,1592.3
3143,David Peters,pnichols@example.org,NP,2025-09-17,Standard,3617.18
3144,David Griffin,jermainemorales@example.org,IQ,2020-04-17,Standard,4952.42
3145,Kathryn Garcia,xsmith@example.org,WS,2024-06-12,Basic,139.78
3146,Lee Boone,bcaldwell@example.net,CO,2020-08-22,Basic,2080.57
3147,Amber Allison,andreale@example.org,GW,2022-02-06,Premium,4277.28
3148,Keith Wilkinson,barbara37@example.net,LV,2021-05-12,Premium,1909.19
3149,Ashley Nichols,robin11@example.com,GH,2023-01-12,Basic,4842.71
3150,Angela Guzman,mckeesteven@example.com,KI,2024-10-23,Premium,3546.44
3151,Rickey Collins,kerrycochran@example.org,TV,2024-03-04,Standard,637.52
3152,Gregory Miller,heatherthompson@example.net,TR,2022-06-21,Standard,-25.0
3153,Suzanne Luna,kathleenbrewer@example.net,PL,2025-09-17,Premium,2215.41
3154,Deanna Lee,james54@example.net,PL,2022-11-17,Basic,2031.91
3155,William Bennett,zrodriguez@example.net,KP,2023-02-10,Standard,3587.69
3156,Megan Williams,christinaduncan@example.org,IR,2021-05-03,Standard,1969.67
3157,Margaret Martinez,aperkins@example.org,YE,2025-07-26,Basic,1134.96
3158,Dustin Guzman,ehale@example.org,QA,2020-03-07,Premium,2426.87
3159,Christopher Reyes,davidgreen@example.org,AU,2022-06-28,Premium,2821.57
3160,Crystal Larson,robbinsjoseph@example.net,BH,2021-04-28,Standard,4215.82
3161,Brittany Allen,goodwinjack@example.org,MY,2025-06-22,Premium,1513.51
3162,John Cline,yduncan@example.org,AG,2021-11-11,Basic,715.19
3163,Beth Bishop,jeffrivera@example.net,LK,2023-10-21,Premium,451.56
3164,Carla Johnston,maryestes@example.net,LI,2021-08-20,Premium,805.58
3165,Susan Olson,frobles@example.com,HU,2023-09-12,Standard,3323.84
3166,Christopher Reynolds,judymarshall@example.org,NA,2025-03-05,Premium,514.85
3167,Dale Jacobs,andrewsjacqueline@example.net,BG,2021-12-11,Basic,4049.11
3168,Jennifer Hancock,kevin78@example.com,HU,2022-08-05,Standard,4478.55
3169,Emily Hopkins,kleinjustin@example.net,HU,2025-01-18,Basic,3061.7
3170,Linda Ramsey,navarroscott@example.com,IQ,2020-09-30,Standard,3153.92
3171,Craig Blanchard,rmatthews@example.com,GH,2025-09-03,Standard,2596.13
3172,Sharon Moody,greg78@example.net,GN,2024-06-07,Basic,4118.35
3173,Ronald Mckenzie,mcclainjohn@example.com,HT,2022-01-02,Standard,1841.01
3174,Steven Shelton,whitejerry@example.com,BZ,2021-08-30,Premium,2181.38
3175,Peter Mahoney,schultzamber@example.org,LC,2025-01-25,Premium,2931.9
3176,David Reed,ruth60@example.org,HU,2024-11-29,Basic,1260.07
3177,Robert Freeman,diazmichael@example.net,SB,2024-12-04,Basic,1419.33
3178,Tracy Walters,hilledwin@example.net,LA,2020-04-28,Basic,2924.13
3179,Jennifer Jones,nathanwatson@example.org,CO,2024-01-19,Premium,4893.34
3180,Robin Pugh,willismegan@example.net,LY,2021-12-03,Basic,2468.01
3181,Patrick Daniel,cheryl41@example.net,LC,2025-06-02,Standard,654.51
3182,Michael Garrison,michael16@example.com,HT,2025-03-30,Standard,4812.51
3183,Marie Hooper,ysanchez@example.com,CL,2021-01-15,Premium,796.23
3184,Samuel Powers,patricia63@example.com,CO,2024-06-20,Basic,2679.4
3185,Judy Ayers,bob20@example.com,UZ,2020-01-21,Standard,2378.19
3186,Robert Contreras,dlarson@example.org,KP,2023-05-17,Premium,2664.45
3187,Vincent Johnson,mcgeebrittany@example.org,BD,2021-02-19,Basic,533.39
3188,Paul Oconnor,oconnorcarol@example.com,SG,2020-06-21,Standard,3190.25
3189,Kimberly Clark,lauren61@example.com,HN,2023-02-23,Basic,4806.01
3190,Walter Kennedy,christopher56@example.net,BD,2023-04-30,Premium,3451.96
3191,Mary Reyes,iblake@example.org,MU,2025-12-15,Basic,4010.68
3192,Alexandria Avery,amoore@example.net,DZ,2022-11-14,Standard,3103.89
3193,Michael Hancock,mmoore@example.com,GE,2025-11-24,Standard,2721.66
3194,John Walker,chungjeffrey@example.com,UY,2022-02-09,Premium,2397.46
3195,Paige Silva,dakota45@example.com,UZ,2022-08-29,Basic,4539.67
3196,Steven Green,cbaker@example.com,MU,2023-04-17,Basic,3695.69
3197,Joanna Jones,kathryn11@example.com,KI,2023-02-28,Standard,1829.28
3198,Michael Flynn,tclark@example.org,GB,2022-02-15,Standard,1517.12
3199,Mario Gonzales,allenjohnson@example.com,SM,2020-07-14,Premium,3505.75
3200,Gary Gibbs,kayleewarner@example.com,GY,2025-01-03,Basic,3772.18
3201,James Watts,yrodriguez@example.org,NI,2020-02-10,Basic,3946.61
3202,John Hernandez,thomaselizabeth@example.org,MR,2020-08-24,Standard,400.95
3203,Frank Barrett,kenneth08@example.net,WS,2025-09-24,Standard,2932.89
3204,Tamara Cameron,dmorales@example.org,SK,2020-03-20,Basic,352.94
3205,James Myers,harrislaura@example.com,HU,2023-01-22,Standard,4063.59
3206,Amy Johnson,carterlawrence@example.net,KP,2023-02-26,Invalid,233.76
3207,Albert Holt,daniel99@example.net,NG,2023-09-17,Standard,504.3
3208,Paul Hernandez,wsteele@example.org,SK,2021-11-19,Basic,476.63
3209,Charles Moore,crystal00@example.org,CN,2023-08-19,Standard,1335.05
3210,Steven Mitchell,patrick77@example.org,ER,2021-07-01,Basic,1476.76
3211,Kelly Doyle,curtis82@example.net,AL,2022-02-26,Standard,169.59
3212,Jeffrey Mckinney,hornjeff@example.org,RU,2022-01-07,Premium,3058.73
3213,Donald Reid,silvapatrick@example.org,NI,2023-03-01,Basic,3720.94
3214,James Morris,kevin20@example.org,DJ,2020-06-30,Basic,2288.6
3215,Justin King,elee@example.org,PL,2024-10-17,Premium,1380.14
3216,Jacob Perez,monroemonica@example.net,AU,2021-05-29,Basic,1257.36
3217,James Matthews,morakristin@example.net,HU,2024-03-03,Premium,4016.92
3218,James Johnson,yarias@example.org,SC,2024-01-06,Premium,1779.96
3219,Sandra Olsen,jessicaboone@example.com,KM,2023-05-29,Premium,4839.99
3220,Eric Tucker,keithnovak@example.org,IN,2024-01-22,Basic,4676.32
3221,Perry Black,acevedoyvonne@example.net,ZW,2020-06-20,Premium,4204.31
3222,William Dorsey,ericfields@example.com,TZ,2020-08-14,Standard,3874.8
3223,Jerry Shaw,vsmith@example.com,BE,2024-01-04,Premium,3337.27
3224,Jody Phillips,erose@example.org,FJ,2024-11-02,Basic,3224.12
3225,Heather Lozano,leroy22@example.com,LR,2020-08-17,Premium,2931.01
3226,Derrick Brown,anthony37@example.com,IL,2023-12-20,Standard,366.2
